SeriesID,VarID,SymbolID,StartTime,EndTime
84.0,5.0,13.0,13.0,16.0
84.0,5.0,15.0,7.0,8.0
84.0,5.0,15.0,24.0,25.0
84.0,5.0,15.0,37.0,51.0
84.0,5.0,14.0,1.0,2.0
84.0,5.0,14.0,3.0,4.0
84.0,5.0,14.0,17.0,18.0
84.0,5.0,14.0,19.0,23.0
84.0,5.0,14.0,25.0,26.0
84.0,5.0,14.0,28.0,35.0
84.0,6.0,18.0,17.0,24.0
84.0,6.0,18.0,27.0,31.0
84.0,6.0,18.0,39.0,52.0
84.0,6.0,16.0,3.0,4.0
84.0,6.0,16.0,25.0,26.0
84.0,6.0,16.0,32.0,33.0
84.0,6.0,16.0,53.0,54.0
84.0,7.0,20.0,15.0,24.0
84.0,7.0,19.0,25.0,67.0
84.0,8.0,23.0,4.0,14.0
84.0,8.0,23.0,19.0,24.0
84.0,8.0,23.0,32.0,38.0
84.0,8.0,24.0,15.0,18.0
84.0,8.0,22.0,25.0,31.0
84.0,8.0,22.0,39.0,67.0
84.0,9.0,26.0,10.0,24.0
84.0,9.0,26.0,39.0,53.0
84.0,9.0,26.0,58.0,67.0
84.0,9.0,25.0,4.0,5.0
84.0,9.0,25.0,54.0,57.0
84.0,9.0,27.0,6.0,9.0
84.0,9.0,27.0,25.0,38.0
84.0,10.0,30.0,6.0,65.0
84.0,10.0,29.0,66.0,67.0
84.0,10.0,28.0,4.0,5.0
84.0,11.0,33.0,7.0,9.0
84.0,11.0,33.0,32.0,44.0
84.0,11.0,32.0,15.0,18.0
84.0,11.0,32.0,25.0,31.0
84.0,11.0,32.0,45.0,67.0
84.0,11.0,31.0,10.0,14.0
84.0,11.0,31.0,19.0,24.0
84.0,12.0,36.0,6.0,11.0
84.0,12.0,36.0,13.0,16.0
84.0,12.0,36.0,24.0,25.0
84.0,12.0,36.0,34.0,35.0
84.0,12.0,34.0,1.0,2.0
84.0,12.0,34.0,4.0,5.0
84.0,12.0,34.0,17.0,23.0
84.0,12.0,34.0,25.0,26.0
84.0,12.0,34.0,27.0,33.0
84.0,12.0,34.0,35.0,36.0
84.0,12.0,34.0,37.0,53.0
85.0,1.0,3.0,14.0,23.0
85.0,1.0,2.0,4.0,13.0
85.0,1.0,2.0,24.0,34.0
85.0,1.0,2.0,48.0,50.0
85.0,1.0,2.0,65.0,67.0
85.0,1.0,1.0,35.0,47.0
85.0,1.0,1.0,51.0,64.0
85.0,2.0,4.0,10.0,13.0
85.0,2.0,5.0,15.0,17.0
85.0,2.0,5.0,19.0,20.0
85.0,2.0,5.0,24.0,25.0
85.0,2.0,5.0,27.0,29.0
85.0,2.0,5.0,32.0,33.0
85.0,2.0,5.0,34.0,36.0
85.0,2.0,5.0,42.0,50.0
85.0,2.0,6.0,14.0,15.0
85.0,2.0,6.0,20.0,21.0
85.0,2.0,6.0,41.0,42.0
85.0,3.0,8.0,1.0,2.0
85.0,3.0,8.0,3.0,4.0
85.0,3.0,8.0,5.0,6.0
85.0,3.0,8.0,8.0,9.0
85.0,3.0,8.0,11.0,14.0
85.0,3.0,8.0,16.0,17.0
85.0,3.0,8.0,19.0,20.0
85.0,3.0,8.0,22.0,23.0
85.0,3.0,8.0,26.0,29.0
85.0,3.0,8.0,31.0,32.0
85.0,3.0,8.0,34.0,35.0
85.0,3.0,8.0,38.0,39.0
85.0,3.0,7.0,42.0,53.0
85.0,3.0,9.0,7.0,8.0
85.0,3.0,9.0,10.0,11.0
85.0,3.0,9.0,15.0,16.0
85.0,3.0,9.0,24.0,25.0
85.0,3.0,9.0,36.0,37.0
85.0,3.0,9.0,41.0,42.0
85.0,4.0,12.0,8.0,9.0
85.0,4.0,12.0,10.0,11.0
85.0,4.0,12.0,15.0,16.0
85.0,4.0,12.0,19.0,20.0
85.0,4.0,12.0,23.0,24.0
85.0,4.0,12.0,26.0,27.0
85.0,4.0,12.0,28.0,29.0
85.0,4.0,12.0,30.0,32.0
85.0,4.0,12.0,41.0,53.0
85.0,4.0,10.0,3.0,6.0
85.0,4.0,10.0,11.0,12.0
85.0,4.0,10.0,14.0,15.0
85.0,4.0,10.0,18.0,19.0
85.0,4.0,10.0,20.0,22.0
85.0,4.0,10.0,25.0,26.0
85.0,4.0,10.0,29.0,30.0
85.0,4.0,10.0,34.0,35.0
85.0,4.0,10.0,38.0,39.0
85.0,5.0,13.0,17.0,18.0
85.0,5.0,13.0,24.0,25.0
85.0,5.0,13.0,28.0,29.0
85.0,5.0,13.0,32.0,33.0
85.0,5.0,13.0,37.0,38.0
85.0,5.0,15.0,1.0,16.0
85.0,5.0,15.0,19.0,23.0
85.0,5.0,15.0,26.0,27.0
85.0,5.0,15.0,30.0,31.0
85.0,5.0,15.0,34.0,36.0
85.0,5.0,15.0,39.0,51.0
85.0,6.0,18.0,27.0,33.0
85.0,6.0,18.0,41.0,53.0
85.0,6.0,16.0,15.0,26.0
85.0,6.0,16.0,34.0,39.0
85.0,7.0,20.0,17.0,23.0
85.0,7.0,20.0,42.0,47.0
85.0,7.0,21.0,14.0,16.0
85.0,7.0,21.0,24.0,41.0
85.0,7.0,21.0,48.0,50.0
85.0,7.0,19.0,51.0,67.0
85.0,8.0,23.0,4.0,13.0
85.0,8.0,23.0,17.0,23.0
85.0,8.0,23.0,42.0,47.0
85.0,8.0,24.0,14.0,16.0
85.0,8.0,24.0,24.0,41.0
85.0,8.0,24.0,48.0,50.0
85.0,8.0,22.0,51.0,67.0
85.0,9.0,26.0,17.0,19.0
85.0,9.0,26.0,24.0,47.0
85.0,9.0,26.0,62.0,64.0
85.0,9.0,25.0,48.0,61.0
85.0,9.0,25.0,65.0,67.0
85.0,9.0,27.0,4.0,16.0
85.0,9.0,27.0,20.0,23.0
85.0,10.0,30.0,42.0,55.0
85.0,10.0,29.0,4.0,23.0
85.0,10.0,29.0,35.0,41.0
85.0,10.0,29.0,62.0,64.0
85.0,10.0,28.0,24.0,34.0
85.0,10.0,28.0,56.0,61.0
85.0,10.0,28.0,65.0,67.0
85.0,11.0,33.0,10.0,16.0
85.0,11.0,32.0,4.0,9.0
85.0,11.0,32.0,17.0,19.0
85.0,11.0,32.0,24.0,47.0
85.0,11.0,31.0,20.0,23.0
85.0,11.0,31.0,48.0,67.0
85.0,12.0,36.0,3.0,5.0
85.0,12.0,36.0,8.0,14.0
85.0,12.0,36.0,20.0,21.0
85.0,12.0,34.0,1.0,2.0
85.0,12.0,34.0,6.0,7.0
85.0,12.0,34.0,15.0,16.0
85.0,12.0,34.0,18.0,19.0
85.0,12.0,34.0,21.0,22.0
86.0,1.0,3.0,2.0,26.0
86.0,1.0,2.0,27.0,67.0
86.0,2.0,4.0,7.0,8.0
86.0,2.0,4.0,14.0,15.0
86.0,2.0,4.0,18.0,19.0
86.0,2.0,5.0,13.0,14.0
86.0,2.0,5.0,16.0,17.0
86.0,2.0,5.0,19.0,20.0
86.0,2.0,5.0,21.0,34.0
86.0,2.0,5.0,36.0,37.0
86.0,2.0,5.0,39.0,40.0
86.0,2.0,6.0,35.0,36.0
86.0,2.0,6.0,38.0,39.0
86.0,2.0,6.0,40.0,46.0
86.0,2.0,6.0,48.0,50.0
86.0,3.0,8.0,39.0,40.0
86.0,3.0,8.0,43.0,44.0
86.0,3.0,8.0,45.0,46.0
86.0,3.0,8.0,51.0,52.0
86.0,3.0,7.0,35.0,38.0
86.0,3.0,7.0,40.0,41.0
86.0,3.0,7.0,42.0,43.0
86.0,3.0,7.0,46.0,47.0
86.0,3.0,7.0,48.0,49.0
86.0,3.0,7.0,50.0,51.0
86.0,3.0,7.0,52.0,53.0
86.0,4.0,12.0,36.0,39.0
86.0,4.0,12.0,45.0,46.0
86.0,4.0,12.0,48.0,49.0
86.0,4.0,12.0,51.0,52.0
86.0,4.0,10.0,7.0,8.0
86.0,4.0,10.0,13.0,14.0
86.0,4.0,10.0,15.0,16.0
86.0,4.0,10.0,18.0,19.0
86.0,4.0,10.0,22.0,35.0
86.0,4.0,10.0,40.0,41.0
86.0,4.0,10.0,43.0,44.0
86.0,4.0,10.0,46.0,47.0
86.0,4.0,10.0,50.0,51.0
86.0,4.0,10.0,52.0,53.0
86.0,5.0,13.0,34.0,35.0
86.0,5.0,13.0,40.0,41.0
86.0,5.0,13.0,46.0,47.0
86.0,5.0,15.0,27.0,33.0
86.0,5.0,15.0,36.0,39.0
86.0,5.0,15.0,42.0,45.0
86.0,5.0,15.0,48.0,51.0
86.0,5.0,14.0,2.0,3.0
86.0,5.0,14.0,4.0,5.0
86.0,5.0,14.0,6.0,9.0
86.0,5.0,14.0,13.0,14.0
86.0,5.0,14.0,16.0,17.0
86.0,5.0,14.0,18.0,19.0
86.0,5.0,14.0,22.0,26.0
86.0,7.0,20.0,16.0,26.0
86.0,7.0,20.0,30.0,34.0
86.0,7.0,21.0,14.0,15.0
86.0,7.0,21.0,27.0,29.0
86.0,7.0,19.0,35.0,67.0
86.0,8.0,23.0,7.0,13.0
86.0,8.0,23.0,16.0,34.0
86.0,8.0,24.0,2.0,6.0
86.0,8.0,24.0,14.0,15.0
86.0,8.0,22.0,35.0,67.0
86.0,9.0,26.0,16.0,39.0
86.0,9.0,26.0,62.0,67.0
86.0,9.0,25.0,7.0,11.0
86.0,9.0,27.0,2.0,6.0
86.0,9.0,27.0,12.0,15.0
86.0,9.0,27.0,40.0,61.0
86.0,10.0,30.0,37.0,67.0
86.0,10.0,28.0,32.0,36.0
86.0,11.0,33.0,7.0,26.0
86.0,11.0,33.0,32.0,52.0
86.0,11.0,33.0,58.0,61.0
86.0,11.0,32.0,27.0,31.0
86.0,11.0,32.0,53.0,57.0
86.0,11.0,32.0,62.0,67.0
87.0,1.0,2.0,1.0,9.0
87.0,1.0,1.0,10.0,67.0
87.0,2.0,4.0,11.0,12.0
87.0,2.0,4.0,14.0,15.0
87.0,2.0,4.0,16.0,17.0
87.0,2.0,5.0,38.0,39.0
87.0,2.0,5.0,41.0,48.0
87.0,2.0,5.0,50.0,51.0
87.0,4.0,12.0,51.0,52.0
87.0,4.0,10.0,1.0,20.0
87.0,4.0,10.0,22.0,39.0
87.0,4.0,10.0,41.0,48.0
87.0,4.0,10.0,50.0,51.0
87.0,4.0,10.0,52.0,53.0
87.0,5.0,13.0,1.0,20.0
87.0,5.0,13.0,22.0,39.0
87.0,5.0,13.0,41.0,51.0
87.0,6.0,16.0,1.0,20.0
87.0,6.0,16.0,22.0,39.0
87.0,6.0,16.0,41.0,52.0
87.0,7.0,20.0,32.0,37.0
87.0,7.0,19.0,24.0,31.0
87.0,7.0,19.0,38.0,67.0
87.0,8.0,22.0,1.0,67.0
87.0,9.0,26.0,1.0,9.0
87.0,9.0,26.0,37.0,38.0
87.0,9.0,25.0,10.0,36.0
87.0,9.0,25.0,38.0,67.0
87.0,10.0,30.0,1.0,41.0
87.0,10.0,29.0,42.0,67.0
87.0,11.0,33.0,37.0,46.0
87.0,11.0,32.0,10.0,36.0
87.0,11.0,31.0,47.0,67.0
87.0,12.0,34.0,1.0,20.0
87.0,12.0,34.0,22.0,39.0
87.0,12.0,34.0,41.0,53.0
88.0,1.0,1.0,43.0,67.0
88.0,2.0,6.0,4.0,5.0
88.0,7.0,21.0,62.0,67.0
88.0,8.0,24.0,43.0,67.0
88.0,9.0,25.0,43.0,67.0
88.0,10.0,30.0,43.0,67.0
89.0,1.0,1.0,6.0,67.0
89.0,2.0,4.0,5.0,6.0
89.0,2.0,5.0,6.0,8.0
89.0,2.0,5.0,15.0,16.0
89.0,2.0,5.0,17.0,18.0
89.0,2.0,5.0,21.0,22.0
89.0,2.0,5.0,26.0,27.0
89.0,2.0,5.0,49.0,50.0
89.0,2.0,6.0,10.0,12.0
89.0,2.0,6.0,14.0,15.0
89.0,2.0,6.0,16.0,17.0
89.0,2.0,6.0,18.0,20.0
89.0,2.0,6.0,22.0,25.0
89.0,2.0,6.0,27.0,46.0
89.0,2.0,6.0,48.0,49.0
89.0,2.0,6.0,50.0,51.0
89.0,3.0,8.0,12.0,13.0
89.0,3.0,8.0,14.0,15.0
89.0,3.0,8.0,24.0,25.0
89.0,3.0,8.0,45.0,46.0
89.0,3.0,7.0,7.0,8.0
89.0,3.0,7.0,11.0,12.0
89.0,3.0,7.0,16.0,23.0
89.0,3.0,7.0,25.0,26.0
89.0,3.0,7.0,27.0,33.0
89.0,3.0,7.0,35.0,44.0
89.0,3.0,7.0,46.0,47.0
89.0,3.0,7.0,48.0,50.0
89.0,3.0,7.0,52.0,53.0
89.0,5.0,13.0,6.0,8.0
89.0,5.0,13.0,10.0,13.0
89.0,5.0,13.0,17.0,18.0
89.0,5.0,13.0,19.0,24.0
89.0,5.0,13.0,27.0,44.0
89.0,5.0,13.0,46.0,47.0
89.0,5.0,13.0,48.0,50.0
89.0,5.0,15.0,14.0,15.0
89.0,5.0,15.0,16.0,17.0
89.0,5.0,15.0,18.0,19.0
89.0,5.0,15.0,25.0,26.0
89.0,5.0,15.0,45.0,46.0
89.0,7.0,20.0,19.0,22.0
89.0,7.0,20.0,57.0,67.0
89.0,7.0,21.0,23.0,56.0
89.0,8.0,23.0,12.0,22.0
89.0,8.0,23.0,57.0,67.0
89.0,8.0,24.0,6.0,11.0
89.0,8.0,24.0,23.0,56.0
89.0,9.0,26.0,57.0,67.0
89.0,9.0,27.0,6.0,56.0
89.0,10.0,30.0,6.0,67.0
89.0,11.0,33.0,6.0,18.0
89.0,11.0,33.0,27.0,47.0
89.0,11.0,32.0,19.0,26.0
89.0,11.0,32.0,48.0,67.0
93.0,1.0,1.0,6.0,67.0
93.0,2.0,4.0,7.0,9.0
93.0,2.0,4.0,11.0,12.0
93.0,2.0,5.0,12.0,13.0
93.0,2.0,5.0,14.0,15.0
93.0,2.0,5.0,18.0,19.0
93.0,2.0,5.0,20.0,21.0
93.0,2.0,5.0,23.0,24.0
93.0,2.0,5.0,30.0,31.0
93.0,2.0,5.0,32.0,33.0
93.0,2.0,5.0,34.0,35.0
93.0,2.0,5.0,36.0,37.0
93.0,2.0,5.0,41.0,42.0
93.0,2.0,5.0,44.0,45.0
93.0,2.0,6.0,49.0,50.0
93.0,3.0,7.0,14.0,15.0
93.0,3.0,7.0,18.0,19.0
93.0,3.0,7.0,20.0,21.0
93.0,3.0,7.0,23.0,24.0
93.0,3.0,7.0,30.0,31.0
93.0,3.0,7.0,32.0,33.0
93.0,3.0,7.0,34.0,35.0
93.0,3.0,7.0,36.0,37.0
93.0,4.0,10.0,14.0,15.0
93.0,4.0,10.0,30.0,31.0
93.0,4.0,10.0,32.0,33.0
93.0,4.0,10.0,34.0,35.0
93.0,4.0,10.0,36.0,37.0
93.0,5.0,14.0,14.0,15.0
93.0,5.0,14.0,18.0,19.0
93.0,5.0,14.0,20.0,21.0
93.0,5.0,14.0,23.0,24.0
93.0,5.0,14.0,30.0,31.0
93.0,5.0,14.0,32.0,33.0
93.0,5.0,14.0,34.0,35.0
93.0,5.0,14.0,36.0,37.0
93.0,5.0,14.0,49.0,50.0
93.0,6.0,16.0,12.0,13.0
93.0,6.0,16.0,14.0,15.0
93.0,6.0,16.0,18.0,19.0
93.0,6.0,16.0,20.0,21.0
93.0,6.0,16.0,23.0,24.0
93.0,6.0,16.0,30.0,31.0
93.0,6.0,16.0,32.0,33.0
93.0,6.0,16.0,34.0,35.0
93.0,6.0,16.0,36.0,37.0
93.0,7.0,20.0,23.0,26.0
93.0,7.0,20.0,67.0,68.0
93.0,7.0,21.0,27.0,32.0
93.0,7.0,21.0,41.0,66.0
93.0,7.0,19.0,33.0,40.0
93.0,8.0,23.0,23.0,26.0
93.0,8.0,23.0,53.0,60.0
93.0,8.0,24.0,6.0,22.0
93.0,8.0,24.0,27.0,32.0
93.0,8.0,24.0,41.0,52.0
93.0,8.0,24.0,61.0,66.0
93.0,8.0,22.0,33.0,40.0
93.0,8.0,22.0,67.0,68.0
93.0,9.0,27.0,6.0,67.0
93.0,10.0,30.0,10.0,26.0
93.0,10.0,30.0,41.0,52.0
93.0,10.0,29.0,27.0,40.0
93.0,10.0,29.0,53.0,63.0
93.0,10.0,28.0,64.0,67.0
93.0,11.0,33.0,6.0,67.0
94.0,1.0,1.0,39.0,67.0
94.0,2.0,4.0,3.0,4.0
94.0,2.0,4.0,27.0,28.0
94.0,2.0,4.0,34.0,35.0
94.0,2.0,4.0,37.0,38.0
94.0,2.0,5.0,26.0,27.0
94.0,3.0,9.0,53.0,54.0
94.0,4.0,12.0,53.0,54.0
94.0,6.0,18.0,53.0,54.0
94.0,7.0,21.0,39.0,54.0
94.0,7.0,19.0,55.0,67.0
94.0,8.0,23.0,60.0,62.0
94.0,8.0,24.0,39.0,54.0
94.0,8.0,22.0,55.0,59.0
94.0,8.0,22.0,63.0,67.0
94.0,9.0,27.0,39.0,67.0
94.0,10.0,30.0,39.0,54.0
94.0,10.0,29.0,60.0,67.0
94.0,10.0,28.0,55.0,59.0
94.0,11.0,33.0,39.0,54.0
94.0,11.0,33.0,60.0,67.0
94.0,11.0,31.0,55.0,59.0
96.0,1.0,3.0,12.0,67.0
96.0,2.0,4.0,1.0,2.0
96.0,2.0,4.0,26.0,27.0
96.0,2.0,4.0,29.0,30.0
96.0,2.0,4.0,34.0,35.0
96.0,2.0,4.0,36.0,37.0
96.0,2.0,5.0,35.0,36.0
96.0,2.0,5.0,38.0,39.0
96.0,2.0,6.0,42.0,48.0
96.0,3.0,8.0,1.0,2.0
96.0,3.0,8.0,3.0,4.0
96.0,3.0,8.0,5.0,6.0
96.0,3.0,8.0,8.0,9.0
96.0,3.0,8.0,10.0,11.0
96.0,3.0,8.0,12.0,13.0
96.0,3.0,8.0,14.0,15.0
96.0,3.0,8.0,16.0,17.0
96.0,3.0,8.0,18.0,19.0
96.0,3.0,8.0,20.0,21.0
96.0,3.0,8.0,22.0,23.0
96.0,3.0,8.0,24.0,25.0
96.0,3.0,8.0,26.0,27.0
96.0,3.0,8.0,28.0,29.0
96.0,3.0,8.0,30.0,31.0
96.0,3.0,8.0,32.0,33.0
96.0,3.0,8.0,34.0,35.0
96.0,3.0,8.0,36.0,37.0
96.0,3.0,8.0,38.0,39.0
96.0,3.0,8.0,40.0,41.0
96.0,3.0,8.0,43.0,48.0
96.0,3.0,9.0,42.0,43.0
96.0,4.0,12.0,1.0,44.0
96.0,4.0,10.0,45.0,48.0
96.0,5.0,15.0,42.0,49.0
96.0,5.0,14.0,1.0,41.0
96.0,7.0,21.0,40.0,47.0
96.0,7.0,19.0,48.0,67.0
96.0,8.0,23.0,12.0,39.0
96.0,8.0,24.0,40.0,47.0
96.0,8.0,22.0,48.0,67.0
96.0,9.0,25.0,48.0,67.0
96.0,9.0,27.0,12.0,47.0
96.0,10.0,30.0,33.0,39.0
96.0,10.0,29.0,58.0,67.0
96.0,10.0,28.0,12.0,32.0
96.0,10.0,28.0,40.0,57.0
96.0,11.0,33.0,12.0,47.0
96.0,11.0,31.0,48.0,67.0
98.0,1.0,1.0,6.0,67.0
98.0,2.0,4.0,12.0,13.0
98.0,2.0,4.0,25.0,26.0
98.0,7.0,20.0,26.0,36.0
98.0,7.0,20.0,43.0,50.0
98.0,7.0,20.0,61.0,67.0
98.0,7.0,21.0,37.0,42.0
98.0,7.0,21.0,51.0,60.0
98.0,8.0,23.0,26.0,46.0
98.0,8.0,23.0,51.0,66.0
98.0,8.0,24.0,6.0,25.0
98.0,8.0,24.0,47.0,50.0
98.0,8.0,24.0,67.0,68.0
98.0,9.0,26.0,31.0,36.0
98.0,9.0,26.0,61.0,67.0
98.0,9.0,25.0,6.0,30.0
98.0,9.0,25.0,37.0,46.0
98.0,9.0,25.0,51.0,60.0
98.0,9.0,27.0,47.0,50.0
98.0,10.0,30.0,26.0,30.0
98.0,10.0,29.0,6.0,25.0
98.0,10.0,29.0,37.0,50.0
98.0,10.0,29.0,67.0,68.0
98.0,10.0,28.0,31.0,36.0
98.0,10.0,28.0,51.0,66.0
98.0,11.0,31.0,37.0,67.0
99.0,1.0,3.0,4.0,34.0
99.0,1.0,2.0,35.0,47.0
99.0,1.0,2.0,58.0,67.0
99.0,1.0,1.0,48.0,57.0
99.0,2.0,4.0,4.0,5.0
99.0,2.0,4.0,7.0,8.0
99.0,2.0,4.0,14.0,15.0
99.0,2.0,4.0,16.0,17.0
99.0,2.0,4.0,18.0,19.0
99.0,2.0,5.0,19.0,20.0
99.0,2.0,5.0,24.0,25.0
99.0,2.0,5.0,29.0,30.0
99.0,2.0,5.0,31.0,33.0
99.0,2.0,5.0,35.0,38.0
99.0,2.0,5.0,40.0,41.0
99.0,2.0,5.0,43.0,44.0
99.0,2.0,5.0,45.0,46.0
99.0,2.0,5.0,47.0,49.0
99.0,2.0,6.0,9.0,10.0
99.0,2.0,6.0,12.0,13.0
99.0,2.0,6.0,21.0,22.0
99.0,2.0,6.0,25.0,26.0
99.0,2.0,6.0,41.0,42.0
99.0,2.0,6.0,44.0,45.0
99.0,2.0,6.0,50.0,51.0
99.0,4.0,12.0,44.0,45.0
99.0,4.0,12.0,50.0,51.0
99.0,4.0,12.0,52.0,53.0
99.0,4.0,10.0,32.0,33.0
99.0,4.0,10.0,41.0,42.0
99.0,4.0,10.0,43.0,44.0
99.0,4.0,10.0,45.0,46.0
99.0,4.0,10.0,47.0,49.0
99.0,6.0,18.0,44.0,45.0
99.0,6.0,16.0,37.0,38.0
99.0,6.0,16.0,40.0,43.0
99.0,6.0,16.0,45.0,46.0
99.0,6.0,16.0,47.0,53.0
99.0,7.0,19.0,48.0,67.0
99.0,8.0,22.0,4.0,67.0
99.0,9.0,26.0,30.0,57.0
99.0,9.0,27.0,4.0,29.0
99.0,9.0,27.0,58.0,67.0
99.0,10.0,30.0,4.0,67.0
99.0,11.0,33.0,18.0,19.0
99.0,11.0,31.0,4.0,17.0
99.0,11.0,31.0,19.0,67.0
100.0,1.0,1.0,2.0,67.0
100.0,2.0,4.0,12.0,13.0
100.0,2.0,4.0,16.0,17.0
100.0,2.0,4.0,18.0,19.0
100.0,2.0,4.0,26.0,27.0
100.0,2.0,4.0,29.0,30.0
100.0,2.0,4.0,31.0,32.0
100.0,2.0,4.0,33.0,35.0
100.0,2.0,4.0,37.0,42.0
100.0,2.0,4.0,45.0,50.0
100.0,2.0,5.0,43.0,44.0
100.0,4.0,12.0,33.0,34.0
100.0,4.0,10.0,34.0,35.0
100.0,4.0,10.0,37.0,47.0
100.0,4.0,10.0,49.0,53.0
100.0,5.0,13.0,12.0,13.0
100.0,5.0,13.0,16.0,17.0
100.0,5.0,13.0,18.0,19.0
100.0,5.0,14.0,19.0,20.0
100.0,5.0,14.0,26.0,27.0
100.0,5.0,14.0,29.0,30.0
100.0,5.0,14.0,31.0,32.0
100.0,5.0,14.0,34.0,35.0
100.0,5.0,14.0,37.0,43.0
100.0,5.0,14.0,45.0,51.0
100.0,6.0,16.0,52.0,53.0
100.0,7.0,20.0,38.0,52.0
100.0,7.0,21.0,18.0,25.0
100.0,7.0,19.0,26.0,37.0
100.0,7.0,19.0,53.0,67.0
100.0,8.0,23.0,38.0,52.0
100.0,8.0,24.0,11.0,25.0
100.0,8.0,22.0,26.0,37.0
100.0,8.0,22.0,53.0,67.0
100.0,9.0,26.0,16.0,17.0
100.0,9.0,26.0,30.0,31.0
100.0,9.0,26.0,38.0,62.0
100.0,9.0,26.0,66.0,67.0
100.0,9.0,25.0,63.0,65.0
100.0,9.0,27.0,2.0,15.0
100.0,9.0,27.0,18.0,29.0
100.0,9.0,27.0,32.0,37.0
100.0,10.0,30.0,11.0,31.0
100.0,10.0,28.0,32.0,67.0
100.0,11.0,33.0,2.0,15.0
100.0,11.0,33.0,26.0,29.0
100.0,11.0,33.0,53.0,54.0
100.0,11.0,32.0,16.0,25.0
100.0,11.0,32.0,30.0,52.0
100.0,11.0,32.0,54.0,67.0
101.0,1.0,3.0,8.0,24.0
101.0,1.0,3.0,28.0,29.0
101.0,1.0,3.0,58.0,62.0
101.0,1.0,2.0,25.0,27.0
101.0,1.0,2.0,29.0,57.0
101.0,1.0,1.0,63.0,67.0
101.0,2.0,4.0,10.0,11.0
101.0,2.0,4.0,12.0,13.0
101.0,2.0,4.0,14.0,15.0
101.0,2.0,4.0,21.0,22.0
101.0,2.0,4.0,27.0,36.0
101.0,2.0,4.0,39.0,44.0
101.0,2.0,5.0,9.0,10.0
101.0,2.0,5.0,16.0,17.0
101.0,2.0,5.0,26.0,27.0
101.0,2.0,5.0,38.0,39.0
101.0,2.0,5.0,45.0,46.0
101.0,2.0,6.0,47.0,48.0
101.0,5.0,13.0,10.0,11.0
101.0,5.0,13.0,12.0,13.0
101.0,5.0,13.0,14.0,15.0
101.0,5.0,13.0,27.0,36.0
101.0,5.0,13.0,39.0,44.0
101.0,5.0,13.0,46.0,47.0
101.0,5.0,15.0,9.0,10.0
101.0,5.0,15.0,16.0,17.0
101.0,5.0,15.0,26.0,27.0
101.0,5.0,15.0,38.0,39.0
101.0,5.0,15.0,45.0,46.0
101.0,5.0,14.0,21.0,22.0
101.0,5.0,14.0,47.0,51.0
101.0,6.0,16.0,26.0,27.0
101.0,7.0,20.0,14.0,24.0
101.0,7.0,20.0,28.0,31.0
101.0,7.0,20.0,36.0,48.0
101.0,7.0,21.0,25.0,27.0
101.0,7.0,19.0,32.0,35.0
101.0,7.0,19.0,49.0,67.0
101.0,8.0,23.0,8.0,9.0
101.0,8.0,23.0,25.0,27.0
101.0,8.0,22.0,10.0,24.0
101.0,8.0,22.0,28.0,67.0
101.0,9.0,26.0,14.0,24.0
101.0,9.0,26.0,28.0,35.0
101.0,9.0,26.0,57.0,58.0
101.0,9.0,26.0,61.0,65.0
101.0,9.0,25.0,10.0,13.0
101.0,9.0,25.0,66.0,67.0
101.0,9.0,27.0,8.0,9.0
101.0,9.0,27.0,25.0,27.0
101.0,9.0,27.0,36.0,56.0
101.0,9.0,27.0,58.0,60.0
101.0,10.0,30.0,10.0,56.0
101.0,10.0,30.0,63.0,67.0
101.0,10.0,29.0,8.0,9.0
101.0,10.0,29.0,57.0,62.0
101.0,11.0,33.0,8.0,9.0
101.0,11.0,33.0,25.0,27.0
101.0,11.0,33.0,46.0,56.0
101.0,11.0,32.0,28.0,35.0
101.0,11.0,31.0,10.0,24.0
101.0,11.0,31.0,36.0,45.0
101.0,11.0,31.0,57.0,67.0
102.0,1.0,2.0,12.0,50.0
102.0,1.0,1.0,7.0,11.0
102.0,1.0,1.0,51.0,67.0
102.0,2.0,4.0,7.0,8.0
102.0,2.0,5.0,8.0,9.0
102.0,7.0,20.0,60.0,67.0
102.0,7.0,21.0,18.0,59.0
102.0,8.0,23.0,57.0,59.0
102.0,8.0,24.0,12.0,56.0
102.0,8.0,24.0,60.0,67.0
102.0,9.0,26.0,12.0,16.0
102.0,9.0,26.0,51.0,59.0
102.0,9.0,25.0,2.0,5.0
102.0,9.0,25.0,17.0,50.0
102.0,9.0,25.0,60.0,67.0
102.0,9.0,27.0,6.0,11.0
102.0,10.0,30.0,12.0,56.0
102.0,10.0,30.0,60.0,67.0
102.0,10.0,29.0,57.0,59.0
102.0,10.0,28.0,7.0,11.0
102.0,11.0,32.0,52.0,56.0
102.0,11.0,31.0,7.0,51.0
102.0,11.0,31.0,57.0,67.0
104.0,1.0,3.0,1.0,34.0
104.0,1.0,2.0,35.0,40.0
104.0,1.0,2.0,65.0,67.0
104.0,1.0,1.0,41.0,64.0
104.0,2.0,4.0,2.0,3.0
104.0,2.0,4.0,4.0,5.0
104.0,2.0,4.0,40.0,41.0
104.0,2.0,5.0,3.0,4.0
104.0,2.0,5.0,5.0,6.0
104.0,2.0,5.0,9.0,10.0
104.0,2.0,5.0,13.0,14.0
104.0,2.0,5.0,15.0,16.0
104.0,2.0,5.0,17.0,18.0
104.0,2.0,5.0,19.0,20.0
