STIs,TempRels,VerSupp,HorSupp
"[2, 5, 11, 999]","['b', 'b', 'b', 'b', 'b', 'b']",0.10365853658536585,6.9411764705882355
"[2, 5, 12]","['b', 'b', 'b']",0.07926829268292683,9.0
"[2, 5, 12, 999]","['b', 'b', 'b', 'b', 'b', 'b']",0.07317073170731707,8.833333333333334
"[2, 5, 13]","['b', 'b', 'b']",0.054878048780487805,12.88888888888889
"[2, 5, 13, 999]","['b', 'b', 'b', 'b', 'b', 'b']",0.054878048780487805,12.777777777777779
"[2, 5, 15]","['b', 'b', 'b']",0.08536585365853659,8.714285714285714
"[2, 5, 15, 999]","['b', 'b', 'b', 'b', 'b', 'b']",0.08536585365853659,8.5
"[2, 5, 17]","['b', 'b', 'b']",0.08536585365853659,7.142857142857143
"[2, 5, 17, 999]","['b', 'b', 'b', 'b', 'b', 'b']",0.07926829268292683,7.615384615384615
"[2, 5, 18]","['b', 'b', 'b']",0.054878048780487805,5.888888888888889
"[2, 5, 18, 999]","['b', 'b', 'b', 'b', 'b', 'b']",0.054878048780487805,4.777777777777778
"[2, 5, 19]","['b', 'b', 'b']",0.07926829268292683,3.3076923076923075
"[2, 5, 19, 999]","['b', 'b', 'b', 'b', 'b', 'b']",0.07926829268292683,3.3076923076923075
"[2, 5, 20]","['b', 'b', 'b']",0.10365853658536585,2.8823529411764706
"[2, 5, 20, 23]","['b', 'b', 'b', 'b', 'b', 'e']",0.054878048780487805,2.4444444444444446
"[2, 5, 20, 23, 999]","['b', 'b', 'b', 'b', 'b', 'e', 'b', 'b', 'b', 'b']",0.054878048780487805,2.4444444444444446
"[2, 5, 20, 999]","['b', 'b', 'b', 'b', 'b', 'b']",0.10365853658536585,2.8823529411764706
"[2, 5, 21]","['b', 'b', 'b']",0.054878048780487805,3.4444444444444446
"[2, 5, 21, 999]","['b', 'b', 'b', 'b', 'b', 'b']",0.054878048780487805,3.4444444444444446
"[2, 5, 22]","['b', 'b', 'b']",0.06097560975609756,4.5
"[2, 5, 22, 999]","['b', 'b', 'b', 'b', 'b', 'b']",0.06097560975609756,4.5
"[2, 5, 23]","['b', 'b', 'b']",0.10975609756097561,3.5555555555555554
"[2, 5, 23, 999]","['b', 'b', 'b', 'b', 'b', 'b']",0.10975609756097561,3.5555555555555554
"[2, 5, 24]","['b', 'b', 'b']",0.06097560975609756,4.6
"[2, 5, 24, 999]","['b', 'b', 'b', 'b', 'b', 'b']",0.06097560975609756,4.6
"[2, 5, 26]","['b', 'b', 'b']",0.10365853658536585,4.176470588235294
"[2, 5, 26, 999]","['b', 'b', 'b', 'b', 'b', 'b']",0.0975609756097561,4.375
"[2, 5, 27]","['b', 'b', 'b']",0.08536585365853659,5.214285714285714
"[2, 5, 27, 999]","['b', 'b', 'b', 'b', 'b', 'b']",0.08536585365853659,5.214285714285714
"[2, 5, 30]","['b', 'b', 'b']",0.06707317073170732,3.909090909090909
"[2, 5, 30, 999]","['b', 'b', 'b', 'b', 'b', 'b']",0.06097560975609756,4.2
"[2, 5, 32]","['b', 'b', 'b']",0.07317073170731707,3.0
"[2, 5, 32, 999]","['b', 'b', 'b', 'b', 'b', 'b']",0.07317073170731707,3.0
"[2, 5, 33]","['b', 'b', 'b']",0.07926829268292683,3.230769230769231
"[2, 5, 33, 999]","['b', 'b', 'b', 'b', 'b', 'b']",0.07926829268292683,3.230769230769231
"[2, 5, 999]","['b', 'b', 'b']",0.21341463414634146,3.914285714285714
"[2, 5]",['c'],0.25,2.658536585365854
"[2, 5, 10]","['c', 'b', 'b']",0.0975609756097561,6.3125
"[2, 5, 10, 999]","['c', 'b', 'b', 'b', 'b', 'b']",0.08536585365853659,6.785714285714286
"[2, 5, 10]","['c', 'c', 'b']",0.054878048780487805,3.111111111111111
"[2, 5, 10, 999]","['c', 'c', 'b', 'b', 'b', 'b']",0.054878048780487805,3.111111111111111
"[2, 5, 11]","['c', 'b', 'b']",0.08536585365853659,4.928571428571429
"[2, 5, 11, 999]","['c', 'b', 'b', 'b', 'b', 'b']",0.08536585365853659,4.857142857142857
"[2, 5, 12]","['c', 'b', 'b']",0.06097560975609756,4.7
"[2, 5, 12, 999]","['c', 'b', 'b', 'b', 'b', 'b']",0.054878048780487805,5.111111111111111
"[2, 5, 15]","['c', 'b', 'b']",0.09146341463414634,4.733333333333333
"[2, 5, 15, 999]","['c', 'b', 'b', 'b', 'b', 'b']",0.09146341463414634,4.533333333333333
"[2, 5, 16]","['c', 'b', 'b']",0.07317073170731707,7.0
"[2, 5, 16, 999]","['c', 'b', 'b', 'b', 'b', 'b']",0.07317073170731707,6.916666666666667
"[2, 5, 16]","['c', 'c', 'b']",0.054878048780487805,6.666666666666667
"[2, 5, 16, 999]","['c', 'c', 'b', 'b', 'b', 'b']",0.054878048780487805,6.666666666666667
"[2, 5, 17]","['c', 'b', 'b']",0.07317073170731707,4.5
"[2, 5, 17, 999]","['c', 'b', 'b', 'b', 'b', 'b']",0.06707317073170732,4.818181818181818
"[2, 5, 20]","['c', 'b', 'b']",0.09146341463414634,2.2
"[2, 5, 20, 999]","['c', 'b', 'b', 'b', 'b', 'b']",0.09146341463414634,2.2
"[2, 5, 21]","['c', 'b', 'b']",0.11585365853658537,2.263157894736842
"[2, 5, 21, 999]","['c', 'b', 'b', 'b', 'b', 'b']",0.11585365853658537,2.263157894736842
"[2, 5, 22]","['c', 'b', 'b']",0.06707317073170732,2.3636363636363638
"[2, 5, 22, 999]","['c', 'b', 'b', 'b', 'b', 'b']",0.06707317073170732,2.3636363636363638
"[2, 5, 23]","['c', 'b', 'b']",0.12195121951219512,2.2
"[2, 5, 23, 999]","['c', 'b', 'b', 'b', 'b', 'b']",0.12195121951219512,2.2
"[2, 5, 24]","['c', 'b', 'b']",0.07926829268292683,1.5384615384615385
"[2, 5, 24, 999]","['c', 'b', 'b', 'b', 'b', 'b']",0.07926829268292683,1.5384615384615385
"[2, 5, 26]","['c', 'b', 'b']",0.06097560975609756,2.4
"[2, 5, 26, 999]","['c', 'b', 'b', 'b', 'b', 'b']",0.054878048780487805,2.5555555555555554
"[2, 5, 27]","['c', 'b', 'b']",0.08536585365853659,2.5714285714285716
"[2, 5, 27, 999]","['c', 'b', 'b', 'b', 'b', 'b']",0.08536585365853659,2.5714285714285716
"[2, 5, 29]","['c', 'b', 'b']",0.06707317073170732,2.1818181818181817
"[2, 5, 29, 999]","['c', 'b', 'b', 'b', 'b', 'b']",0.06707317073170732,2.1818181818181817
"[2, 5, 30]","['c', 'b', 'b']",0.07926829268292683,1.6153846153846154
"[2, 5, 30, 999]","['c', 'b', 'b', 'b', 'b', 'b']",0.07317073170731707,1.6666666666666667
"[2, 5, 32]","['c', 'b', 'b']",0.06097560975609756,2.3
"[2, 5, 32, 999]","['c', 'b', 'b', 'b', 'b', 'b']",0.06097560975609756,2.3
"[2, 5, 33]","['c', 'b', 'b']",0.09146341463414634,2.933333333333333
"[2, 5, 33, 999]","['c', 'b', 'b', 'b', 'b', 'b']",0.09146341463414634,2.933333333333333
"[2, 5, 999]","['c', 'b', 'b']",0.25,2.658536585365854
"[2, 6]",['b'],0.3170731707317073,5.25
"[2, 6, 4]","['b', 'b', 'b']",0.06707317073170732,3.5454545454545454
"[2, 6, 4, 999]","['b', 'b', 'b', 'b', 'b', 'b']",0.06707317073170732,3.1818181818181817
"[2, 6, 9]","['b', 'b', 'b']",0.054878048780487805,12.222222222222221
"[2, 6, 9]","['b', 'b', 'e']",0.054878048780487805,2.2222222222222223
"[2, 6, 10]","['b', 'b', 'b']",0.1402439024390244,11.91304347826087
"[2, 6, 10, 12]","['b', 'b', 'b', 'b', 'b', 'b']",0.054878048780487805,7.666666666666667
"[2, 6, 10, 12, 999]","['b', 'b', 'b', 'b', 'b', 'b', 'b', 'b', 'b', 'b']",0.054878048780487805,3.6666666666666665
"[2, 6, 10, 15]","['b', 'b', 'b', 'b', 'b', 'b']",0.054878048780487805,9.11111111111111
"[2, 6, 10, 15, 999]","['b', 'b', 'b', 'b', 'b', 'b', 'b', 'b', 'b', 'b']",0.054878048780487805,9.11111111111111
"[2, 6, 10, 999]","['b', 'b', 'b', 'b', 'b', 'b']",0.13414634146341464,11.545454545454545
"[2, 6, 10]","['b', 'b', 'm']",0.07317073170731707,1.4166666666666667
"[2, 6, 10, 999]","['b', 'b', 'm', 'b', 'b', 'b']",0.06707317073170732,1.4545454545454546
"[2, 6, 10]","['b', 'b', 'e']",0.07317073170731707,2.0
"[2, 6, 10, 999]","['b', 'b', 'e', 'b', 'b', 'b']",0.07317073170731707,1.9166666666666667
"[2, 6, 11]","['b', 'b', 'b']",0.11585365853658537,10.789473684210526
"[2, 6, 11, 15]","['b', 'b', 'b', 'b', 'b', 'b']",0.06707317073170732,8.909090909090908
"[2, 6, 11, 15, 999]","['b', 'b', 'b', 'b', 'b', 'b', 'b', 'b', 'b', 'b']",0.06707317073170732,8.181818181818182
"[2, 6, 11, 23]","['b', 'b', 'b', 'b', 'b', 'b']",0.054878048780487805,12.88888888888889
"[2, 6, 11, 23, 999]","['b', 'b', 'b', 'b', 'b', 'b', 'b', 'b', 'b', 'b']",0.054878048780487805,12.88888888888889
"[2, 6, 11, 999]","['b', 'b', 'b', 'b', 'b', 'b']",0.11585365853658537,10.526315789473685
"[2, 6, 11]","['b', 'b', 'e']",0.06707317073170732,2.6363636363636362
"[2, 6, 11, 999]","['b', 'b', 'e', 'b', 'b', 'b']",0.06707317073170732,2.5454545454545454
"[2, 6, 12]","['b', 'b', 'b']",0.09146341463414634,6.0
"[2, 6, 12, 999]","['b', 'b', 'b', 'b', 'b', 'b']",0.09146341463414634,5.133333333333334
"[2, 6, 12]","['b', 'b', 'e']",0.054878048780487805,1.6666666666666667
"[2, 6, 13]","['b', 'b', 'b']",0.07317073170731707,14.916666666666666
"[2, 6, 13, 999]","['b', 'b', 'b', 'b', 'b', 'b']",0.07317073170731707,13.166666666666666
"[2, 6, 13]","['b', 'b', 'e']",0.054878048780487805,2.4444444444444446
"[2, 6, 13, 999]","['b', 'b', 'e', 'b', 'b', 'b']",0.054878048780487805,2.3333333333333335
"[2, 6, 15]","['b', 'b', 'b']",0.12195121951219512,9.2
"[2, 6, 15, 10]","['b', 'b', 'b', 'b', 'b', 'b']",0.06097560975609756,9.5
"[2, 6, 15, 10, 999]","['b', 'b', 'b', 'b', 'b', 'b', 'b', 'b', 'b', 'b']",0.054878048780487805,9.666666666666666
"[2, 6, 15, 11]","['b', 'b', 'b', 'b', 'b', 'b']",0.054878048780487805,9.0
"[2, 6, 15, 11, 999]","['b', 'b', 'b', 'b', 'b', 'b', 'b', 'b', 'b', 'b']",0.054878048780487805,7.888888888888889
"[2, 6, 15, 999]","['b', 'b', 'b', 'b', 'b', 'b']",0.12195121951219512,8.7
"[2, 6, 15]","['b', 'b', 'e']",0.06707317073170732,1.9090909090909092
"[2, 6, 15, 999]","['b', 'b', 'e', 'b', 'b', 'b']",0.06707317073170732,1.8181818181818181
"[2, 6, 16]","['b', 'b', 'b']",0.07317073170731707,12.0
"[2, 6, 16, 999]","['b', 'b', 'b', 'b', 'b', 'b']",0.06707317073170732,11.636363636363637
"[2, 6, 17]","['b', 'b', 'b']",0.11585365853658537,8.421052631578947
"[2, 6, 17, 999]","['b', 'b', 'b', 'b', 'b', 'b']",0.10975609756097561,8.61111111111111
"[2, 6, 17]","['b', 'b', 'm']",0.07317073170731707,1.6666666666666667
"[2, 6, 17, 999]","['b', 'b', 'm', 'b', 'b', 'b']",0.07317073170731707,1.6666666666666667
"[2, 6, 18]","['b', 'b', 'b']",0.07317073170731707,8.916666666666666
"[2, 6, 18, 999]","['b', 'b', 'b', 'b', 'b', 'b']",0.06707317073170732,8.363636363636363
"[2, 6, 19]","['b', 'b', 'b']",0.06707317073170732,4.909090909090909
"[2, 6, 19, 999]","['b', 'b', 'b', 'b', 'b', 'b']",0.06707317073170732,4.909090909090909
"[2, 6, 20]","['b', 'b', 'b']",0.10975609756097561,2.888888888888889
"[2, 6, 20, 999]","['b', 'b', 'b', 'b', 'b', 'b']",0.10975609756097561,2.888888888888889
"[2, 6, 21]","['b', 'b', 'b']",0.10365853658536585,3.7058823529411766
"[2, 6, 21, 999]","['b', 'b', 'b', 'b', 'b', 'b']",0.0975609756097561,3.8125
"[2, 6, 22]","['b', 'b', 'b']",0.07317073170731707,5.916666666666667
"[2, 6, 22, 999]","['b', 'b', 'b', 'b', 'b', 'b']",0.07317073170731707,5.916666666666667
"[2, 6, 23]","['b', 'b', 'b']",0.1524390243902439,4.44
"[2, 6, 23, 999]","['b', 'b', 'b', 'b', 'b', 'b']",0.1524390243902439,4.44
"[2, 6, 23]","['b', 'b', 's']",0.054878048780487805,1.3333333333333333
"[2, 6, 23, 999]","['b', 'b', 's', 'b', 'b', 'b']",0.054878048780487805,1.3333333333333333
"[2, 6, 24]","['b', 'b', 'b']",0.07926829268292683,3.076923076923077
"[2, 6, 24, 999]","['b', 'b', 'b', 'b', 'b', 'b']",0.07926829268292683,3.076923076923077
"[2, 6, 26]","['b', 'b', 'b']",0.06097560975609756,5.5
